Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P1012061.JPG,2025-08-29,Region,0,0,1,759.1,2243.6,82.9,430.82,0.0,
P1012061.JPG,2025-08-29,Region,0,1,2,688.9,1877.3,75.6,377.88,0.0,
P1012061.JPG,2025-08-29,Region,0,2,3,688.3,1470.8,86.2,431.13,0.0,
P1012061.JPG,2025-08-29,Region,0,3,4,723.1,1075.2,86.2,417.13,0.0,
P1012061.JPG,2025-08-29,Region,0,4,5,694.3,627.7,79.8,413.06,0.0,
P1012061.JPG,2025-08-29,Region,0,5,6,682.8,244.2,83.5,423.96,0.0,
P1012061.JPG,2025-08-29,Region,0,6,7,1150.6,308.1,85.4,464.59,0.0,
P1012061.JPG,2025-08-29,Region,0,7,8,1124.1,656.7,85.6,459.3,0.0,
P1012061.JPG,2025-08-29,Region,0,8,9,1103.0,1037.5,94.4,562.19,0.0,
P1012061.JPG,2025-08-29,Region,0,9,10,1083.7,1416.6,75.6,372.4,0.0,
P1012061.JPG,2025-08-29,Region,0,10,11,1908.6,2202.0,72.2,344.52,0.0,
P1012061.JPG,2025-08-29,Region,0,11,12,1869.8,1811.5,83.5,438.6,0.0,
P1012061.JPG,2025-08-29,Region,0,12,13,1835.5,1385.9,70.1,321.36,0.0,
P1012061.JPG,2025-08-29,Region,0,13,14,1868.6,1029.1,77.7,382.41,0.0,
P1012061.JPG,2025-08-29,Region,0,14,15,1859.1,663.8,94.8,585.92,0.0,
P1012061.JPG,2025-08-29,Region,0,15,16,1922.3,250.6,93.3,549.47,0.0,
P1012061.JPG,2025-08-29,Region,0,16,17,2288.3,266.3,70.1,301.71,0.0,
P1012061.JPG,2025-08-29,Region,0,17,17,2264.2,649.9,73.0,298.4,0.0,
P1012061.JPG,2025-08-29,Region,0,18,19,2318.4,1066.4,78.3,364.87,0.0,
P1012061.JPG,2025-08-29,Region,0,19,20,2302.1,1434.7,68.5,305.31,0.0,
P1012061.JPG,2025-08-29,Region,0,20,21,3020.3,2276.5,84.1,462.74,0.0,
P1012061.JPG,2025-08-29,Region,0,21,22,3058.0,1867.6,69.1,324.71,0.0,
P1012061.JPG,2025-08-29,Region,0,22,23,3030.6,1464.6,75.9,390.19,0.0,
P1012061.JPG,2025-08-29,Region,0,23,24,3111.6,1104.8,76.2,366.59,0.0,
P1012061.JPG,2025-08-29,Region,0,24,25,3048.5,673.4,104.8,677.45,0.0,
P1012061.JPG,2025-08-29,Region,0,25,26,3045.9,275.5,77.3,404.81,0.0,
P1012061.JPG,2025-08-29,Region,0,26,27,3465.1,307.7,83.5,449.42,0.0,
P1012061.JPG,2025-08-29,Region,0,27,28,3448.5,671.9,75.2,365.23,0.0,
P1012061.JPG,2025-08-29,Region,0,28,29,3503.6,1015.3,85.7,425.62,0.0,
P1012061.JPG,2025-08-29,Region,0,29,30,3490.6,1449.7,95.0,539.77,0.0,
