Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P1012059.JPG,2025-08-29,Region,0,0,1,754.5,2218.4,113.7,833.29,0.0,
P1012059.JPG,2025-08-29,Region,0,1,2,747.5,1854.2,108.0,752.31,0.0,
P1012059.JPG,2025-08-29,Region,0,2,3,756.0,1493.1,99.1,635.08,0.0,
P1012059.JPG,2025-08-29,Region,0,3,4,728.0,1100.2,100.1,605.3,0.0,
P1012059.JPG,2025-08-29,Region,0,4,5,737.6,750.1,89.1,536.67,0.0,
P1012059.JPG,2025-08-29,Region,0,5,6,771.5,345.2,110.9,691.18,0.0,
P1012059.JPG,2025-08-29,Region,0,6,7,1131.2,427.2,86.8,500.57,0.0,
P1012059.JPG,2025-08-29,Region,0,7,8,1111.5,779.9,111.3,758.08,0.0,
P1012059.JPG,2025-08-29,Region,0,8,9,1088.9,1169.7,94.1,590.85,0.0,
P1012059.JPG,2025-08-29,Region,0,9,10,1109.3,1507.5,98.7,627.15,0.0,
P1012059.JPG,2025-08-29,Region,0,10,11,1848.5,2256.4,121.0,995.44,0.0,
P1012059.JPG,2025-08-29,Region,0,11,12,1874.9,1861.0,90.4,530.19,0.0,
P1012059.JPG,2025-08-29,Region,0,12,13,1848.0,1516.3,94.4,564.92,0.0,
P1012059.JPG,2025-08-29,Region,0,13,14,1821.5,1124.4,100.6,639.7,0.0,
P1012059.JPG,2025-08-29,Region,0,14,15,1815.6,770.2,97.9,555.95,0.0,
P1012059.JPG,2025-08-29,Region,0,15,16,1842.0,373.2,98.9,631.51,0.0,
P1012059.JPG,2025-08-29,Region,0,16,17,2218.3,412.3,102.1,641.99,0.0,
P1012059.JPG,2025-08-29,Region,0,17,18,2212.4,774.0,117.4,826.21,0.0,
P1012059.JPG,2025-08-29,Region,0,18,19,2226.8,1137.5,106.6,685.41,0.0,
P1012059.JPG,2025-08-29,Region,0,19,20,2220.3,1519.3,100.9,684.09,0.0,
P1012059.JPG,2025-08-29,Region,0,20,21,2927.8,2271.6,109.6,756.17,0.0,
P1012059.JPG,2025-08-29,Region,0,21,22,2911.6,1895.8,111.0,824.08,0.0,
P1012059.JPG,2025-08-29,Region,0,22,23,2922.4,1533.0,101.4,647.53,0.0,
P1012059.JPG,2025-08-29,Region,0,23,24,2903.2,1159.0,104.9,721.39,0.0,
P1012059.JPG,2025-08-29,Region,0,24,25,2907.5,785.1,101.6,621.71,0.0,
P1012059.JPG,2025-08-29,Region,0,25,26,2929.8,423.0,108.0,753.01,0.0,
P1012059.JPG,2025-08-29,Region,0,26,27,3320.7,416.5,126.3,878.69,0.0,
P1012059.JPG,2025-08-29,Region,0,27,28,3336.0,798.7,106.8,732.65,0.0,
P1012059.JPG,2025-08-29,Region,0,28,29,3311.4,1152.2,110.8,819.5,0.0,
P1012059.JPG,2025-08-29,Region,0,29,30,3286.0,1542.9,117.3,796.35,0.0,
