Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P1012065.JPG,2025-08-29,Region,0,0,1,614.7,2378.9,77.6,387.36,0.0,
P1012065.JPG,2025-08-29,Region,0,1,2,600.4,1994.3,59.3,218.54,0.0,
P1012065.JPG,2025-08-29,Region,0,2,3,654.2,1574.1,89.7,429.93,0.0,
P1012065.JPG,2025-08-29,Region,0,3,4,585.9,1193.2,71.3,319.93,0.0,
P1012065.JPG,2025-08-29,Region,0,4,5,577.7,822.9,67.6,275.61,0.0,
P1012065.JPG,2025-08-29,Region,0,5,6,623.0,363.1,75.1,367.89,0.0,
P1012065.JPG,2025-08-29,Region,0,6,7,1020.2,396.3,60.9,241.41,0.0,
P1012065.JPG,2025-08-29,Region,0,7,8,1037.1,814.1,63.0,253.71,0.0,
P1012065.JPG,2025-08-29,Region,0,8,9,1012.6,1195.4,69.9,324.3,0.0,
P1012065.JPG,2025-08-29,Region,0,9,10,1014.5,1620.2,71.7,291.34,0.0,
P1012065.JPG,2025-08-29,Region,0,10,11,1782.0,2417.0,67.3,288.53,0.0,
P1012065.JPG,2025-08-29,Region,0,11,12,1779.6,2030.7,59.7,221.15,0.0,
P1012065.JPG,2025-08-29,Region,0,12,13,1776.2,1645.4,83.0,423.53,0.0,
P1012065.JPG,2025-08-29,Region,0,13,14,1785.7,1282.3,79.0,387.7,0.0,
P1012065.JPG,2025-08-29,Region,0,14,15,1802.1,867.2,78.9,404.07,0.0,
P1012065.JPG,2025-08-29,Region,0,15,16,1817.4,414.8,84.4,439.14,0.0,
P1012065.JPG,2025-08-29,Region,0,16,17,2216.9,437.7,78.5,380.81,0.0,
P1012065.JPG,2025-08-29,Region,0,17,18,2213.4,807.4,85.6,422.76,0.0,
P1012065.JPG,2025-08-29,Region,0,18,19,2246.0,1218.4,64.7,254.17,0.0,
P1012065.JPG,2025-08-29,Region,0,19,20,2226.4,1638.6,67.4,287.49,0.0,
P1012065.JPG,2025-08-29,Region,0,20,21,2990.7,2423.1,76.5,371.32,0.0,
P1012065.JPG,2025-08-29,Region,0,21,22,2946.3,2046.2,76.1,351.56,0.0,
P1012065.JPG,2025-08-29,Region,0,22,23,2964.0,1641.3,89.3,478.65,0.0,
P1012065.JPG,2025-08-29,Region,0,23,24,2962.2,1240.9,92.0,526.73,0.0,
P1012065.JPG,2025-08-29,Region,0,24,25,2976.0,848.7,91.5,527.26,0.0,
P1012065.JPG,2025-08-29,Region,0,25,26,3026.4,421.5,63.9,265.2,0.0,
P1012065.JPG,2025-08-29,Region,0,26,27,3397.8,431.8,72.7,331.14,0.0,
P1012065.JPG,2025-08-29,Region,0,27,28,3411.4,815.9,86.7,497.63,0.0,
P1012065.JPG,2025-08-29,Region,0,28,29,3384.2,1234.5,75.6,358.23,0.0,
P1012065.JPG,2025-08-29,Region,0,29,30,3391.1,1640.2,84.2,451.28,0.0,
