Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P1012063.JPG,2025-08-29,Region,0,0,1,520.1,2300.4,61.7,233.39,0.0,
P1012063.JPG,2025-08-29,Region,0,2,3,520.4,1505.0,98.6,613.59,0.0,
P1012063.JPG,2025-08-29,Region,0,1,2,539.7,1821.7,16.9,13.29,0.0,
P1012063.JPG,2025-08-29,Region,0,3,4,533.2,1126.0,86.0,448.49,0.0,
P1012063.JPG,2025-08-29,Region,0,4,5,513.7,753.6,70.4,285.89,0.0,
P1012063.JPG,2025-08-29,Region,0,5,6,543.7,348.1,99.6,610.5,0.0,
P1012063.JPG,2025-08-29,Region,0,6,7,880.7,381.8,84.5,443.64,0.0,
P1012063.JPG,2025-08-29,Region,0,7,8,871.2,765.0,84.3,456.88,0.0,
P1012063.JPG,2025-08-29,Region,0,8,9,915.8,1132.1,96.7,603.71,0.0,
P1012063.JPG,2025-08-29,Region,0,9,10,916.5,1525.2,95.3,572.77,0.0,
P1012063.JPG,2025-08-29,Region,0,10,11,1607.2,2312.6,74.6,332.29,0.0,
P1012063.JPG,2025-08-29,Region,0,11,12,1633.0,1916.6,79.7,430.08,0.0,
P1012063.JPG,2025-08-29,Region,0,12,13,1640.4,1542.2,84.8,416.05,0.0,
P1012063.JPG,2025-08-29,Region,0,13,14,1647.7,1165.9,92.7,574.03,0.0,
P1012063.JPG,2025-08-29,Region,0,14,15,1633.2,781.7,87.0,488.14,0.0,
P1012063.JPG,2025-08-29,Region,0,15,16,1668.8,362.8,80.9,441.19,0.0,
P1012063.JPG,2025-08-29,Region,0,16,17,2091.3,378.2,87.0,458.31,0.0,
P1012063.JPG,2025-08-29,Region,0,17,18,2032.7,717.6,65.0,283.32,0.0,
P1012063.JPG,2025-08-29,Region,0,18,19,2039.6,1176.0,75.1,337.03,0.0,
P1012063.JPG,2025-08-29,Region,0,19,20,2021.3,1561.3,63.8,248.1,0.0,
P1012063.JPG,2025-08-29,Region,0,20,21,2767.1,2318.1,88.1,484.52,0.0,
P1012063.JPG,2025-08-29,Region,0,21,22,2756.4,1932.6,64.1,281.49,0.0,
P1012063.JPG,2025-08-29,Region,0,22,23,2763.8,1547.3,61.8,259.96,0.0,
P1012063.JPG,2025-08-29,Region,0,23,24,2746.1,1146.2,100.9,637.42,0.0,
P1012063.JPG,2025-08-29,Region,0,24,25,2770.4,767.6,85.0,466.28,0.0,
P1012063.JPG,2025-08-29,Region,0,25,26,2782.2,364.0,86.5,469.6,0.0,
P1012063.JPG,2025-08-29,Region,0,26,27,3182.7,392.2,89.8,500.16,0.0,
P1012063.JPG,2025-08-29,Region,0,27,28,3157.5,778.2,87.0,484.47,0.0,
P1012063.JPG,2025-08-29,Region,0,28,29,3114.2,1183.5,82.6,440.31,0.0,
P1012063.JPG,2025-08-29,Region,0,29,30,3149.2,1589.6,81.4,438.5,0.0,
